First Name,Last Name,Email,Gender,Age,Department,Attendance (%),Midterm Score,Final Score,Assignment Average,Quiz Average,Participation Score,Project Score,Total Score,Grade,Study Hours Per Week,Extracurricular Activity,Internet Access,Parent's Education,Family Income,Stress Level
Riya,Banerjee,riya.banerjee913@example.com,Other,25,Data Science,66.14,77.58,94.34,97.71,69.15,82.91,82.84,86.42,A,24,No,Yes,Bachelor,Middle,Medium
Anika,Singh,anika.singh7@example.com,Female,21,Data Science,81.95,68.52,78.54,49.68,82.18,79.26,73.33,71.58,B,20,No,Yes,Bachelor,Middle,High
Anaya,Nair,anaya.nair155@example.com,Other,21,Mechanical,100.0,59.88,65.95,94.92,64.02,72.5,74.24,69.74,C,26,No,No,Master,Middle,Low
Reyansh,Gupta,reyansh.gupta823@example.com,Female,24,Civil,88.41,73.12,52.61,69.68,66.71,77.23,81.11,65.79,C,14,No,Yes,PhD,Low,Medium
Riya,Das,riya.das978@example.com,Other,25,Civil,84.18,43.36,87.96,77.53,90.61,82.44,89.22,75.36,B,10,Yes,No,High School,High,High
Saanvi,Gupta,saanvi.gupta217@example.com,Other,22,Civil,84.67,90.19,79.83,74.02,100.0,86.89,82.88,84.23,B,21,No,Yes,Master,High,High
Ishaan,Yadav,ishaan.yadav789@example.com,Other,17,Computer Science,67.24,50.68,76.39,76.46,66.63,79.41,95.06,71.01,B,32,Yes,No,Bachelor,Middle,High
Saanvi,Iyer,saanvi.iyer686@example.com,Other,19,Information Technology,86.95,52.88,70.33,66.95,69.35,73.86,70.27,65.53,C,34,Yes,No,High School,High,Medium
Aarav,Reddy,aarav.reddy333@example.com,Other,22,Information Technology,67.45,68.09,63.59,45.71,98.64,88.89,71.48,67.59,C,13,No,No,High School,Middle,High
Aarav,Patel,aarav.patel871@example.com,Male,20,Civil,80.19,52.43,97.44,93.97,75.88,88.24,78.1,81.11,B,32,Yes,No,PhD,Middle,High
Krishna,Nair,krishna.nair969@example.com,Female,24,Information Technology,66.63,63.82,73.98,70.45,71.38,77.09,75.03,70.91,B,6,No,No,High School,High,High
Aditya,Tiwari,aditya.tiwari422@example.com,Male,20,Information Technology,80.52,54.09,61.24,62.15,85.73,56.94,89.84,64.69,C,28,Yes,No,PhD,Middle,Low
Navya,Saxena,navya.saxena538@example.com,Female,17,Data Science,93.86,65.47,32.95,71.39,73.23,67.89,69.82,56.31,C,23,Yes,No,Diploma,High,Low
Aarav,Joshi,aarav.joshi656@example.com,Female,25,Civil,95.3,79.97,58.13,59.02,70.08,75.87,81.95,68.19,C,28,Yes,No,PhD,Low,Medium
Reyansh,Saxena,reyansh.saxena223@example.com,Female,23,Data Science,74.65,77.67,100.0,83.16,73.42,76.17,71.72,85.21,A,27,No,No,PhD,Low,Medium
Anika,Malhotra,anika.malhotra582@example.com,Other,21,Civil,91.81,60.59,72.68,75.51,67.98,64.28,79.88,69.91,C,26,Yes,Yes,Diploma,High,Low
Sai,Kapoor,sai.kapoor951@example.com,Female,20,Mechanical,79.39,77.5,64.0,87.21,63.48,95.12,55.03,71.46,B,13,No,No,Master,Middle,Low
Sai,Banerjee,sai.banerjee990@example.com,Male,22,Electronics,84.35,77.13,60.07,79.24,89.35,55.83,82.03,72.12,B,22,Yes,No,Master,Middle,Medium
Anaya,Patel,anaya.patel37@example.com,Male,17,Mechanical,55.07,55.52,96.44,69.18,59.91,76.02,100.0,77.8,B,35,Yes,Yes,PhD,Low,High
Aarav,Yadav,aarav.yadav863@example.com,Male,21,Civil,61.68,54.23,94.46,93.58,72.76,65.61,100.0,81.21,B,34,No,Yes,Diploma,High,High
Shaurya,Yadav,shaurya.yadav760@example.com,Other,18,Computer Science,95.94,80.18,59.81,74.51,72.08,81.31,93.41,72.77,B,31,Yes,No,Master,Low,High
Riya,Kapoor,riya.kapoor39@example.com,Female,25,Electrical,88.79,53.84,92.65,78.13,82.24,92.67,62.66,76.73,B,32,Yes,No,Diploma,High,High
Arjun,Tiwari,arjun.tiwari156@example.com,Other,20,Electrical,79.64,62.03,48.48,78.47,100.0,59.6,75.61,64.79,C,24,No,No,Bachelor,High,Medium
Atharv,Kumar,atharv.kumar514@example.com,Other,25,Electronics,86.41,71.85,70.3,62.01,76.79,70.43,49.72,68.04,C,16,Yes,No,Bachelor,Low,Medium
Ishaan,Tiwari,ishaan.tiwari495@example.com,Other,23,Information Technology,91.95,84.38,72.77,77.29,86.89,80.24,86.85,79.54,B,22,No,No,PhD,High,Medium
Sai,Sharma,sai.sharma817@example.com,Other,18,Mechanical,77.03,89.68,76.81,76.94,58.76,80.87,66.02,77.37,B,13,No,Yes,Master,High,High
Anaya,Nair,anaya.nair545@example.com,Male,19,Electronics,73.62,57.77,56.01,96.25,89.98,97.2,61.33,68.47,C,35,No,Yes,Master,High,High
Arjun,Chatterjee,arjun.chatterjee715@example.com,Male,25,Information Technology,80.71,50.6,61.56,65.82,88.88,74.04,88.82,65.54,C,20,Yes,Yes,Diploma,High,Low
Ishaan,Patel,ishaan.patel53@example.com,Female,18,Information Technology,86.04,100.0,49.81,87.59,87.76,68.27,88.09,76.57,B,21,Yes,Yes,Bachelor,Low,Low
Myra,Yadav,myra.yadav629@example.com,Other,18,Computer Science,83.36,66.59,59.64,67.81,98.6,78.01,85.39,69.99,C,19,No,No,High School,High,High
Krishna,Chatterjee,krishna.chatterjee132@example.com,Other,23,Electronics,72.09,58.3,88.23,61.5,69.02,78.34,77.34,73.23,B,19,No,Yes,Bachelor,Low,Low
Atharv,Chatterjee,atharv.chatterjee397@example.com,Female,25,Electronics,78.21,75.94,82.39,82.35,62.17,75.16,90.34,79.18,B,12,No,Yes,PhD,Low,Medium
Diya,Mehta,diya.mehta945@example.com,Male,21,Civil,88.95,49.41,77.27,55.22,74.56,96.98,64.63,66.45,C,6,No,Yes,High School,Low,High
Atharv,Kumar,atharv.kumar871@example.com,Female,20,Electronics,71.66,81.46,48.86,68.67,81.16,71.66,73.17,66.78,C,30,No,Yes,Bachelor,Low,Low
Myra,Gupta,myra.gupta430@example.com,Male,18,Civil,87.44,76.32,76.0,71.61,78.44,76.76,81.49,76.25,B,28,Yes,No,Master,High,High
Myra,Sharma,myra.sharma270@example.com,Other,17,Mechanical,75.03,67.26,57.15,74.65,64.27,66.86,79.1,65.7,C,25,No,Yes,Bachelor,Low,Low
Pari,Sharma,pari.sharma131@example.com,Other,24,Civil,82.13,81.74,65.53,79.08,80.61,82.45,66.09,74.03,B,31,Yes,No,Master,High,High
Ishaan,Das,ishaan.das888@example.com,Male,18,Computer Science,81.49,75.46,72.11,54.14,75.93,100.0,71.68,71.98,B,18,Yes,Yes,Bachelor,Middle,Medium
Krishna,Verma,krishna.verma648@example.com,Other,18,Computer Science,72.72,75.6,76.69,86.93,58.91,85.31,83.09,77.24,B,21,No,Yes,PhD,Middle,High
Arjun,Kumar,arjun.kumar441@example.com,Male,22,Electronics,78.58,75.08,87.44,83.72,60.28,86.2,75.22,79.79,B,8,No,No,Master,Low,High
Vivaan,Pandey,vivaan.pandey334@example.com,Other,23,Civil,80.73,71.1,69.75,86.92,73.0,66.8,71.28,72.99,B,34,No,Yes,PhD,High,High
Navya,Verma,navya.verma990@example.com,Female,19,Civil,81.79,88.44,81.05,66.49,100.0,80.65,91.3,83.61,B,20,No,No,High School,High,Medium
Krishna,Mehta,krishna.mehta114@example.com,Female,18,Mechanical,78.48,78.0,84.59,87.18,86.69,86.72,72.22,82.41,B,17,Yes,No,Diploma,High,Low
Vivaan,Sharma,vivaan.sharma225@example.com,Female,21,Civil,74.28,74.99,86.0,72.77,86.78,92.53,65.0,79.57,B,17,Yes,Yes,High School,Low,Low
Arjun,Joshi,arjun.joshi20@example.com,Female,20,Civil,71.63,67.89,76.61,69.75,90.23,82.24,76.47,75.03,B,6,No,Yes,Master,Middle,Low
Arjun,Das,arjun.das165@example.com,Other,17,Information Technology,65.64,50.26,76.22,53.67,86.15,76.42,100.0,69.73,C,17,Yes,Yes,Master,High,Low
Aadhya,Tiwari,aadhya.tiwari453@example.com,Other,21,Data Science,100.0,67.28,70.4,84.96,94.44,61.62,54.56,72.19,B,29,No,No,Master,High,Medium
Aditya,Patel,aditya.patel411@example.com,Male,19,Information Technology,73.78,78.74,79.45,85.7,59.6,54.84,86.3,77.68,B,22,No,Yes,Bachelor,Low,Low
Diya,Kumar,diya.kumar815@example.com,Male,21,Computer Science,71.72,39.72,74.18,82.93,72.54,73.42,74.09,66.67,C,14,No,No,High School,Low,Low
Myra,Tiwari,myra.tiwari954@example.com,Other,24,Civil,76.29,49.78,61.28,80.21,77.86,79.68,64.06,64.1,C,23,Yes,No,Bachelor,High,High
Atharv,Verma,atharv.verma197@example.com,Male,25,Data Science,78.18,37.34,74.68,89.29,56.31,72.14,79.95,66.1,C,20,No,No,Bachelor,Middle,Low
Shaurya,Mehta,shaurya.mehta939@example.com,Other,21,Information Technology,92.53,63.28,61.62,55.31,75.24,98.42,79.33,66.06,C,26,Yes,No,Diploma,Low,Medium
Navya,Joshi,navya.joshi532@example.com,Female,25,Computer Science,79.78,74.83,71.83,66.87,83.88,80.26,76.21,73.9,B,31,Yes,Yes,Diploma,Middle,Low
Arjun,Tiwari,arjun.tiwari902@example.com,Female,24,Electronics,70.25,89.55,81.97,69.47,86.02,73.02,66.62,80.41,B,23,No,No,PhD,Low,Low
Aadhya,Banerjee,aadhya.banerjee105@example.com,Male,19,Electronics,72.4,43.43,79.07,56.69,59.26,57.24,74.97,63.32,C,25,Yes,Yes,Master,Low,Low
Ishaan,Singh,ishaan.singh491@example.com,Other,22,Computer Science,78.5,65.1,56.36,63.28,79.57,72.49,79.8,65.05,C,27,No,Yes,Master,High,Low
Shaurya,Kapoor,shaurya.kapoor620@example.com,Female,22,Civil,71.15,72.72,91.55,80.86,69.05,80.57,73.11,80.6,B,22,No,No,High School,Middle,Low
Aarav,Malhotra,aarav.malhotra64@example.com,Other,21,Mechanical,80.08,65.12,69.53,77.12,62.08,67.84,59.34,67.72,C,33,No,No,Diploma,Low,Low
Arjun,Malhotra,arjun.malhotra804@example.com,Other,17,Information Technology,64.0,51.74,74.39,66.07,80.16,78.35,52.38,66.05,C,33,Yes,No,High School,Middle,Medium
Vivaan,Kapoor,vivaan.kapoor465@example.com,Other,18,Computer Science,86.55,82.16,57.09,79.2,63.72,78.98,60.83,68.81,C,34,Yes,Yes,Master,Middle,Medium
Riya,Yadav,riya.yadav293@example.com,Female,20,Mechanical,62.07,64.26,70.14,71.02,59.79,74.0,79.23,68.87,C,14,Yes,Yes,High School,Low,Low
Anika,Joshi,anika.joshi210@example.com,Male,20,Mechanical,79.55,72.74,61.95,86.72,59.89,82.88,90.18,72.02,B,8,No,No,Diploma,High,High
Aadhya,Nair,aadhya.nair663@example.com,Male,19,Information Technology,84.81,66.96,64.08,85.36,56.92,68.3,71.23,68.2,C,8,No,No,PhD,Low,Medium
Vivaan,Patel,vivaan.patel833@example.com,Male,17,Computer Science,92.38,75.7,57.48,71.9,66.63,70.9,87.75,68.81,C,24,No,No,High School,High,High
Siya,Joshi,siya.joshi319@example.com,Other,18,Computer Science,66.28,94.13,84.42,85.91,68.44,76.5,58.8,82.52,B,9,Yes,Yes,PhD,Middle,High
Navya,Yadav,navya.yadav219@example.com,Female,23,Computer Science,74.75,77.4,91.44,63.93,69.61,76.49,59.25,77.66,B,26,Yes,Yes,PhD,High,Low
Anika,Nair,anika.nair930@example.com,Male,18,Mechanical,85.91,59.14,69.07,70.48,64.53,77.93,73.41,67.22,C,26,No,No,Bachelor,Middle,High
Atharv,Reddy,atharv.reddy379@example.com,Female,24,Civil,76.28,59.07,76.79,91.54,75.68,87.96,59.32,73.27,B,28,Yes,No,High School,Middle,Medium
Navya,Singh,navya.singh257@example.com,Other,24,Information Technology,81.58,53.54,49.85,67.61,88.3,87.5,78.92,62.07,C,27,No,No,PhD,Middle,Low
Ishaan,Saxena,ishaan.saxena885@example.com,Male,21,Civil,64.67,67.06,76.53,76.76,51.87,69.1,75.23,71.23,B,31,No,No,Diploma,High,Low
Saanvi,Chatterjee,saanvi.chatterjee199@example.com,Female,18,Computer Science,85.36,37.06,69.57,76.43,84.2,84.93,82.99,66.04,C,34,No,Yes,High School,Middle,Low
Navya,Gupta,navya.gupta663@example.com,Female,23,Data Science,72.0,41.38,66.1,85.02,90.72,85.11,81.15,67.68,C,24,Yes,Yes,Bachelor,High,Medium
Ishaan,Sharma,ishaan.sharma88@example.com,Female,19,Civil,83.8,61.66,70.05,91.69,62.69,94.15,72.14,71.88,B,6,No,No,High School,Middle,High
Vivaan,Mehta,vivaan.mehta755@example.com,Female,25,Mechanical,93.25,48.9,80.79,67.63,57.02,80.19,88.11,69.17,C,18,No,Yes,High School,Low,Medium
Shaurya,Das,shaurya.das728@example.com,Female,17,Information Technology,71.55,47.51,70.62,74.13,80.58,87.5,75.29,67.68,C,11,Yes,Yes,Master,Low,Low
Sai,Malhotra,sai.malhotra204@example.com,Male,22,Information Technology,98.56,73.36,66.8,58.88,70.85,74.64,87.52,70.12,B,26,Yes,Yes,Diploma,Middle,Low
Anaya,Nair,anaya.nair829@example.com,Male,22,Electronics,84.62,52.31,74.58,81.72,92.34,86.88,85.13,73.53,B,10,Yes,Yes,PhD,Low,High
Aditya,Yadav,aditya.yadav538@example.com,Other,22,Electrical,80.6,75.82,90.74,61.67,69.81,70.27,80.55,78.52,B,34,No,Yes,High School,High,Medium
Myra,Yadav,myra.yadav219@example.com,Male,24,Electrical,92.3,61.05,36.15,70.88,84.96,83.38,81.14,59.32,C,21,Yes,No,Bachelor,Middle,High
Saanvi,Malhotra,saanvi.malhotra512@example.com,Other,24,Electrical,77.2,50.81,79.73,66.66,100.0,83.71,69.03,71.7,B,19,No,Yes,Diploma,High,Medium
Atharv,Reddy,atharv.reddy579@example.com,Male,25,Civil,73.89,68.61,68.41,86.17,76.24,70.68,98.69,75.05,B,13,Yes,No,PhD,High,Low
Siya,Patel,siya.patel951@example.com,Other,19,Information Technology,80.49,81.53,62.88,78.63,77.73,59.1,100.0,74.91,B,24,Yes,No,Master,High,Low
Anaya,Mehta,anaya.mehta293@example.com,Other,25,Mechanical,92.91,64.04,55.47,78.48,75.04,81.56,78.3,66.61,C,13,Yes,No,Master,High,Medium
Sai,Yadav,sai.yadav124@example.com,Other,19,Information Technology,85.06,91.71,80.52,64.5,90.35,94.41,100.0,84.54,B,26,No,Yes,PhD,Middle,High
Atharv,Iyer,atharv.iyer574@example.com,Female,21,Mechanical,68.77,73.64,40.77,80.53,67.42,97.23,66.7,63.03,C,31,Yes,No,PhD,Middle,Low
Anika,Verma,anika.verma713@example.com,Other,21,Mechanical,63.11,62.93,42.37,82.51,49.22,78.28,51.07,56.88,C,17,No,No,Bachelor,Low,Low
Aarav,Reddy,aarav.reddy425@example.com,Other,19,Data Science,76.8,94.65,77.41,66.37,73.63,78.18,81.67,80.15,B,27,No,No,Master,Low,High
Vivaan,Das,vivaan.das772@example.com,Female,21,Civil,66.33,78.89,31.43,68.7,68.14,84.33,76.27,59.69,C,27,No,No,High School,Middle,Low
Riya,Das,riya.das945@example.com,Male,20,Information Technology,65.94,55.23,74.98,74.21,67.05,73.19,84.35,69.98,C,14,Yes,Yes,PhD,High,Medium
Krishna,Sharma,krishna.sharma511@example.com,Male,19,Mechanical,74.82,68.68,100.0,60.76,51.78,85.84,67.86,77.54,B,17,Yes,Yes,High School,Middle,High
Sai,Saxena,sai.saxena527@example.com,Male,17,Electronics,76.82,58.28,68.1,90.99,83.63,86.62,59.01,70.65,B,19,Yes,No,Master,High,Low
Diya,Verma,diya.verma206@example.com,Male,23,Information Technology,68.49,27.41,59.86,84.57,80.2,75.78,75.73,59.87,C,22,Yes,No,Diploma,Middle,High
Navya,Mehta,navya.mehta712@example.com,Male,25,Computer Science,73.11,73.07,83.49,58.84,77.6,87.32,71.02,75.54,B,28,Yes,No,PhD,High,Medium
Riya,Reddy,riya.reddy74@example.com,Other,25,Computer Science,87.01,100.0,70.43,78.93,65.14,79.81,81.52,80.15,B,19,Yes,No,High School,Low,Low
Sai,Saxena,sai.saxena822@example.com,Other,25,Civil,81.95,54.7,75.1,89.62,79.38,87.62,73.16,73.04,B,22,Yes,Yes,PhD,Low,Low
Anika,Chatterjee,anika.chatterjee998@example.com,Other,19,Electrical,87.5,74.19,57.74,78.19,62.1,71.67,78.27,68.1,C,28,No,No,High School,Low,High
Sai,Singh,sai.singh928@example.com,Male,25,Civil,82.97,52.16,87.81,80.72,65.54,62.62,74.26,72.99,B,23,Yes,Yes,Diploma,Middle,Low
Pari,Banerjee,pari.banerjee947@example.com,Female,22,Data Science,75.54,71.7,66.55,54.93,69.34,74.94,83.6,68.5,C,10,Yes,No,High School,Low,High
Vivaan,Nair,vivaan.nair465@example.com,Female,21,Electrical,73.02,95.18,43.33,88.11,71.31,86.6,76.96,71.33,B,28,No,Yes,High School,High,High
Atharv,Banerjee,atharv.banerjee571@example.com,Other,17,Computer Science,91.4,64.19,55.52,89.21,72.64,80.22,90.82,69.22,C,22,No,No,High School,High,High
Saanvi,Iyer,saanvi.iyer387@example.com,Other,23,Civil,69.68,78.93,63.15,73.68,74.87,63.0,66.65,70.19,B,13,No,No,Master,High,High
Myra,Malhotra,myra.malhotra679@example.com,Other,22,Civil,93.51,83.29,71.06,77.43,70.47,91.57,73.6,76.29,B,26,Yes,Yes,Bachelor,Low,High
Anaya,Yadav,anaya.yadav194@example.com,Female,24,Mechanical,82.32,87.19,60.34,90.59,55.63,94.3,71.53,73.94,B,27,Yes,Yes,Master,Middle,Medium
Myra,Singh,myra.singh457@example.com,Female,20,Mechanical,77.57,41.65,65.18,64.6,66.71,76.63,87.49,62.17,C,11,No,Yes,Bachelor,Low,Low
Riya,Gupta,riya.gupta126@example.com,Female,18,Electrical,82.08,74.62,55.57,66.19,95.58,70.65,95.87,70.71,B,13,Yes,No,Bachelor,Middle,Medium
Anaya,Nair,anaya.nair540@example.com,Male,25,Mechanical,77.57,70.03,88.06,87.72,72.67,74.12,75.33,79.99,B,26,No,Yes,High School,Middle,Medium
Myra,Verma,myra.verma851@example.com,Male,23,Computer Science,83.38,83.37,72.06,81.19,93.66,81.81,79.74,79.67,B,15,No,No,Diploma,Middle,High
Navya,Das,navya.das149@example.com,Female,23,Electronics,64.81,30.54,77.83,74.05,67.82,80.44,75.28,64.31,C,6,No,Yes,High School,Low,High
Reyansh,Kapoor,reyansh.kapoor36@example.com,Female,21,Civil,91.28,71.29,60.8,84.9,71.39,83.27,70.27,70.17,B,25,No,No,Bachelor,Low,Medium
Anaya,Malhotra,anaya.malhotra427@example.com,Male,21,Electrical,73.5,71.26,72.19,79.8,70.78,59.64,70.81,72.19,B,23,No,Yes,Diploma,High,High
Arjun,Malhotra,arjun.malhotra37@example.com,Other,19,Data Science,87.94,65.54,68.3,84.86,65.46,62.57,74.07,70.1,B,13,Yes,Yes,PhD,Low,Medium
Krishna,Mehta,krishna.mehta530@example.com,Male,17,Electrical,75.16,55.51,69.37,79.92,73.89,81.07,97.76,71.36,B,33,Yes,No,Bachelor,Low,Medium
Aarav,Pandey,aarav.pandey841@example.com,Male,25,Electronics,76.57,74.18,64.36,66.54,66.98,73.21,80.31,69.44,C,15,Yes,Yes,Master,Middle,Low
Aditya,Chatterjee,aditya.chatterjee570@example.com,Male,17,Data Science,100.0,59.26,65.75,74.37,78.75,80.64,91.41,70.03,B,24,Yes,No,Bachelor,Middle,Medium
Vivaan,Chatterjee,vivaan.chatterjee439@example.com,Male,25,Mechanical,55.74,34.2,64.56,85.97,55.21,47.92,82.85,60.24,C,31,Yes,Yes,High School,Middle,Low
Atharv,Banerjee,atharv.banerjee382@example.com,Male,21,Electronics,82.44,53.65,57.22,65.3,75.33,71.74,81.93,62.55,C,13,No,No,Bachelor,Middle,Medium
Saanvi,Nair,saanvi.nair599@example.com,Female,24,Mechanical,51.45,57.15,55.11,72.44,67.54,85.98,53.69,60.86,C,32,Yes,Yes,PhD,High,Medium
Sai,Patel,sai.patel374@example.com,Other,18,Mechanical,80.45,78.38,99.85,70.18,77.89,59.96,47.3,80.59,B,22,No,No,PhD,Middle,Low
Vivaan,Verma,vivaan.verma277@example.com,Male,19,Information Technology,88.45,69.92,89.68,61.27,80.24,96.69,81.04,79.02,B,22,Yes,Yes,High School,High,Low
Ishaan,Verma,ishaan.verma778@example.com,Female,22,Computer Science,82.77,70.13,48.44,88.56,66.67,83.04,57.24,64.31,C,13,No,No,Diploma,High,Medium
Riya,Das,riya.das516@example.com,Other,20,Computer Science,68.21,91.53,66.79,89.53,73.06,59.58,86.7,78.64,B,33,Yes,Yes,High School,Middle,Low
Anika,Singh,anika.singh725@example.com,Female,19,Information Technology,74.1,80.48,72.38,59.57,75.97,99.96,81.92,75.17,B,16,No,Yes,Diploma,Low,High
Aadhya,Banerjee,aadhya.banerjee822@example.com,Other,20,Computer Science,79.42,86.13,75.16,77.1,60.9,80.34,88.43,78.35,B,18,Yes,No,Bachelor,High,High
Riya,Tiwari,riya.tiwari60@example.com,Other,23,Mechanical,71.64,91.37,70.62,66.12,85.97,75.13,85.11,78.34,B,15,Yes,Yes,PhD,Middle,Medium
Aditya,Nair,aditya.nair229@example.com,Male,24,Data Science,77.08,69.1,79.4,77.91,50.05,66.79,87.15,73.81,B,19,No,Yes,PhD,Middle,Medium
Aadhya,Das,aadhya.das443@example.com,Female,25,Electronics,78.68,62.14,51.62,64.2,49.74,76.99,68.82,58.94,C,11,No,No,Master,Low,High
Reyansh,Pandey,reyansh.pandey602@example.com,Male,19,Electronics,70.33,68.98,77.46,95.93,55.86,89.59,87.68,77.58,B,30,Yes,No,Master,High,Medium
Aarav,Sharma,aarav.sharma472@example.com,Female,18,Information Technology,72.21,73.05,65.14,76.86,92.11,84.06,82.1,74.21,B,26,Yes,No,Bachelor,Low,Low
Diya,Chatterjee,diya.chatterjee803@example.com,Female,23,Computer Science,75.7,47.74,68.87,87.07,55.67,67.45,77.52,65.79,C,30,No,No,Master,Low,Low
Krishna,Yadav,krishna.yadav679@example.com,Male,21,Electrical,70.15,58.11,65.65,61.34,62.31,85.03,60.31,63.22,C,28,No,No,High School,Low,Low
Atharv,Yadav,atharv.yadav34@example.com,Other,17,Data Science,64.02,60.55,82.98,73.03,68.43,78.44,55.05,71.4,B,34,No,No,Diploma,High,Low
Reyansh,Joshi,reyansh.joshi520@example.com,Other,23,Electrical,84.95,75.75,65.86,85.06,60.47,89.28,77.85,73.04,B,33,Yes,No,Master,Middle,Medium
Aditya,Joshi,aditya.joshi850@example.com,Male,25,Computer Science,76.63,69.7,70.39,87.2,61.08,70.37,88.44,73.61,B,9,Yes,No,Bachelor,Low,Medium
Aadhya,Singh,aadhya.singh603@example.com,Male,18,Mechanical,74.04,83.51,97.49,70.98,82.18,66.46,85.06,85.69,A,24,No,No,PhD,Low,Low
Diya,Kumar,diya.kumar283@example.com,Other,24,Electrical,81.99,77.1,62.32,58.39,80.04,57.37,72.19,67.93,C,29,No,No,PhD,Low,Low
Krishna,Pandey,krishna.pandey473@example.com,Other,19,Computer Science,89.41,72.88,100.0,85.25,66.15,78.27,75.43,84.08,B,10,No,Yes,High School,Middle,Medium
Ishaan,Saxena,ishaan.saxena933@example.com,Male,23,Information Technology,64.18,55.89,63.59,54.64,74.57,75.51,55.93,61.25,C,18,No,No,PhD,Middle,High
Arjun,Kapoor,arjun.kapoor205@example.com,Other,18,Civil,84.04,80.74,75.41,71.76,81.1,84.8,79.69,77.66,B,15,Yes,No,Master,High,Medium
Vivaan,Chatterjee,vivaan.chatterjee895@example.com,Male,23,Mechanical,71.75,74.15,89.93,69.03,99.18,72.74,76.39,81.56,B,33,No,Yes,Bachelor,Low,Medium
Pari,Yadav,pari.yadav360@example.com,Male,19,Electronics,73.28,73.35,45.87,69.54,60.89,79.35,87.93,63.67,C,32,No,No,Diploma,Low,Medium
Sai,Sharma,sai.sharma949@example.com,Female,24,Information Technology,86.46,34.43,100.0,77.95,64.68,79.57,78.11,73.56,B,26,No,Yes,Bachelor,High,Low
Reyansh,Yadav,reyansh.yadav692@example.com,Other,17,Electronics,73.33,72.97,62.89,70.96,65.76,63.67,77.75,68.43,C,34,No,No,Bachelor,Middle,High
Reyansh,Nair,reyansh.nair10@example.com,Female,19,Information Technology,85.85,77.72,84.3,78.24,67.61,86.4,59.71,77.72,B,5,No,No,PhD,High,High
Diya,Kumar,diya.kumar202@example.com,Other,21,Information Technology,70.99,55.54,88.2,84.43,79.85,88.72,65.45,76.38,B,6,No,Yes,Diploma,Middle,High
Myra,Kapoor,myra.kapoor767@example.com,Female,25,Mechanical,83.49,68.12,84.7,73.85,69.38,83.41,86.51,77.51,B,21,Yes,Yes,High School,Middle,Low
Aditya,Mehta,aditya.mehta958@example.com,Female,22,Mechanical,73.32,69.08,56.12,50.02,76.41,84.09,79.14,64.18,C,35,No,Yes,Master,High,Low
Ishaan,Yadav,ishaan.yadav441@example.com,Other,25,Computer Science,60.5,64.74,38.72,88.7,60.97,90.55,87.35,62.4,C,9,No,Yes,Diploma,Middle,Medium
Aadhya,Joshi,aadhya.joshi414@example.com,Other,24,Mechanical,70.99,53.01,77.26,66.56,75.23,73.17,54.63,66.92,C,28,No,No,Bachelor,Middle,Medium
Pari,Banerjee,pari.banerjee614@example.com,Other,24,Information Technology,57.7,73.4,63.58,69.47,82.35,89.73,72.73,71.02,B,25,No,No,PhD,High,High
Shaurya,Gupta,shaurya.gupta414@example.com,Female,19,Information Technology,76.59,77.5,51.65,77.23,80.62,84.8,52.76,66.61,C,12,Yes,Yes,Master,Low,Low
Reyansh,Kapoor,reyansh.kapoor56@example.com,Male,21,Electrical,72.39,56.83,73.5,79.81,91.96,73.05,70.03,71.75,B,9,No,No,Diploma,Middle,Low
Ishaan,Verma,ishaan.verma580@example.com,Male,20,Information Technology,91.5,74.45,91.01,77.89,60.11,64.67,57.38,77.13,B,14,Yes,No,High School,Middle,High
Diya,Tiwari,diya.tiwari129@example.com,Male,22,Civil,86.62,87.83,99.74,83.43,87.95,72.2,62.12,88.0,A,12,Yes,Yes,Master,High,Medium
Anaya,Sharma,anaya.sharma672@example.com,Male,17,Mechanical,88.5,76.27,73.61,78.87,77.88,90.84,91.54,78.15,B,12,No,No,Diploma,High,Medium
Aarav,Joshi,aarav.joshi831@example.com,Male,25,Computer Science,85.44,82.69,79.71,70.39,83.08,64.06,88.65,79.5,B,5,Yes,No,Master,Middle,Medium
Reyansh,Iyer,reyansh.iyer194@example.com,Other,23,Mechanical,68.05,74.29,59.32,80.53,73.59,62.05,81.05,69.98,C,7,No,No,PhD,Low,Medium
Anaya,Gupta,anaya.gupta730@example.com,Female,21,Mechanical,74.22,83.22,72.02,78.95,62.51,72.11,70.5,74.76,B,9,No,Yes,Bachelor,Middle,Low
Siya,Saxena,siya.saxena600@example.com,Male,18,Electrical,88.57,95.16,59.92,85.77,47.96,66.06,64.49,72.18,B,11,No,Yes,High School,Low,Low
Sai,Patel,sai.patel977@example.com,Female,24,Civil,66.47,46.25,78.19,72.86,78.55,84.9,79.19,69.88,C,13,No,No,High School,Low,Medium
Arjun,Das,arjun.das365@example.com,Other,24,Mechanical,86.58,68.96,54.2,85.58,66.93,68.64,73.86,66.56,C,34,Yes,Yes,Bachelor,Low,High
Atharv,Pandey,atharv.pandey177@example.com,Female,22,Information Technology,70.87,63.74,77.16,78.48,63.23,73.12,88.89,73.58,B,17,No,Yes,Bachelor,High,Medium
Pari,Singh,pari.singh954@example.com,Other,18,Information Technology,84.96,100.0,89.7,86.44,57.35,85.64,75.36,86.91,A,20,No,Yes,Master,Low,Medium
Aarav,Kapoor,aarav.kapoor916@example.com,Male,21,Electrical,74.49,72.52,86.18,80.01,63.46,85.42,68.35,77.75,B,14,Yes,No,Diploma,Middle,Low
